Id,SalePrice
1461,129301
1462,160427
1463,160200
1464,158585
1465,165477
1466,162042
1467,156076
1468,162840
1469,176944
1470,152497
1471,175797
1472,142132
1473,135910
1474,150509
1475,151961
1476,255064
1477,223535
1478,294354
1479,278582
1480,276982
1481,294322
1482,167685
1483,170262
1484,186756
1485,167041
1486,233878
1487,268474
1488,264494
1489,214440
1490,183388
1491,241070
1492,135241
1493,235601
1494,248317
1495,220411
1496,181524
1497,207630
1498,176246
1499,167154
1500,166987
1501,149684
1502,164836
1503,264373
1504,227375
1505,180361
1506,164698
1507,168480
1508,158745
1509,163179
1510,151387
1511,156099
1512,160161
1513,120715
1514,138058
1515,157055
1516,145775
1517,155670
1518,134094
1519,162755
1520,136473
1521,129465
1522,155597
1523,114387
1524,119406
1525,118510
1526,136699
1527,125970
1528,144337
1529,123546
1530,165722
1531,156952
1532,145451
1533,120078
1534,117368
1535,154665
1536,118700
1537,117494
1538,130406
1539,146398
1540,135782
1541,136972
1542,142292
1543,161025
1544,108096
1545,113546
1546,146348
1547,131071
1548,131845
1549,140569
1550,141908
1551,103952
1552,134690
1553,174375
1554,121998
1555,152694
1556,142314
1557,148773
1558,115688
1559,144182
1560,130296
1561,154290
1562,140058
1563,139397
1564,163933
1565,137417
1566,174206
1567,113768
1568,178118
1569,149378
1570,158176
1571,132164
1572,154927
1573,178853
1574,125541
1575,153540
1576,235067
1577,164025
1578,133972
1579,161139
1580,163116
1581,144221
1582,144663
1583,246028
1584,265473
1585,172863
1586,133318
1587,123569
1588,122290
1589,115471
1590,137820
1591,152793
1592,111462
1593,125935
1594,154787
1595,143682
1596,155567
1597,155299
1598,167681
1599,152973
1600,164960
1601,116080
1602,102774
1603,121768
1604,173625
1605,173890
1606,153227
1607,142569
1608,249192
1609,198686
1610,156022
1611,137502
1612,175153
1613,151972
1614,139115
1615,157802
1616,156059
1617,147502
1618,134107
1619,141657
1620,152530
1621,129262
1622,155293
1623,169059
1624,222589
1625,105217
1626,168091
1627,155853
1628,263977
1629,160898
1630,184976
1631,164644
1632,170831
1633,176926
1634,167413
1635,159564
1636,158925
1637,155813
1638,183922
1639,154302
1640,168483
1641,158028
1642,220584
1643,250840
1644,202799
1645,169147
1646,165943
1647,157908
1648,128550
1649,159436
1650,126626
1651,133590
1652,131654
1653,121612
1654,150157
1655,148045
1656,140123
1657,145889
1658,154694
1659,108370
1660,160699
1661,273421
1662,259982
1663,272432
1664,284408
1665,267325
1666,269012
1667,272121
1668,276393
1669,252385
1670,292555
1671,255563
1672,274230
1673,265233
1674,245670
1675,179682
1676,174874
1677,181212
1678,272830
1679,282189
1680,242037
1681,196541
1682,261850
1683,199334
1684,223244
1685,216167
1686,187453
1687,170524
1688,239683
1689,242525
1690,156618
1691,170369
1692,231980
1693,158023
1694,162321
1695,165021
1696,254016
1697,160925
1698,269988
1699,258919
1700,222514
1701,189837
1702,223433
1703,262198
1704,244845
1705,247378
1706,267184
1707,250940
1708,241352
1709,257238
1710,244970
1711,255363
1712,254924
1713,242105
1714,193065
1715,168254
1716,182823
1717,167110
1718,160763
1719,262020
1720,245068
1721,165022
1722,152089
1723,153065
1724,213834
1725,247803
1726,164100
1727,159419
1728,149185
1729,159800
1730,179083
1731,127511
1732,129146
1733,113027
1734,135010
1735,147901
1736,105933
1737,214219
1738,190733
1739,226280
1740,213203
1741,176278
1742,167166
1743,161975
1744,228637
1745,176875
1746,171849
1747,173833
1748,182537
1749,163692
