Id,SalePrice
1461,126104.39528193223
1462,154952.05484973246
1463,177517.08839762202
1464,183909.20998083628
1465,200811.07822460894
1466,182438.41816072055
1467,165881.41236671593
1468,175413.23334730216
1469,185234.93643310593
1470,121800.38876604184
1471,197502.52368617692
1472,95188.45848181505
1473,99744.36503107431
1474,156929.64620034114
1475,147691.1216583509
1476,374801.8798550014
1477,254001.9772249224
1478,306976.24930526514
1479,271540.37415771274
1480,451114.347597753
1481,307457.80303624435
1482,208836.77046637007
1483,175224.30035724695
1484,178474.1156203341
1485,172617.6784665591
1486,197751.23041758526
1487,320620.1139714663
1488,239013.50149902477
1489,206768.09418103084
1490,194674.03834584294
1491,193442.1761582503
1492,96107.56823238211
1493,178924.05379770297
1494,297008.21376618906
1495,295094.93158234644
1496,226649.5621913635
1497,194146.50482858362
1498,154547.7156969173
1499,154786.22652201526
1500,149277.78206672595
1501,173257.02156822124
1502,168568.8467321026
1503,294036.47955880023
1504,234221.345523607
1505,216490.43786209982
1506,183115.811060955
1507,216471.7384117884
1508,195272.2835875821
1509,163830.4089085447
1510,149897.69975478516
1511,150213.8674964149
1512,171340.68557223235
1513,156462.04146742678
1514,162829.8432383379
1515,172964.2216817324
1516,159645.13137592908
1517,155204.756357516
1518,128293.54094675092
1519,221505.93826716606
1520,137403.1125991783
1521,143481.5279706166
1522,162279.4402654499
1523,112371.88099089371
1524,123810.54560078544
1525,125928.47154698233
1526,127828.39131711995
1527,102056.74012134495
1528,127673.14409377858
1529,142746.1991039457
1530,168686.14023961176
1531,124994.72647253548
1532,107350.35613368703
1533,144403.13066339152
1534,116806.27962144447
1535,159423.0581242719
1536,116085.53051016509
1537,78899.51767710006
1538,187738.22275320554
1539,249729.2890145128
1540,114744.74592974424
1541,152252.3499940121
1542,144892.75315792797
1543,218438.82315548064
1544,78866.49103694758
1545,107589.15173331
1546,122619.33658023181
1547,140038.15142984784
1548,135234.61185917226
1549,114645.84417190358
1550,143704.04549911784
1551,119773.51341254056
1552,149140.24342634706
1553,143489.54666800992
1554,110975.27234590038
1555,174293.80698939692
1556,94017.11584802692
1557,129084.3514749109
1558,91981.40099220391
1559,119284.5712213731
1560,152768.9392318652
1561,153707.62448876703
1562,126626.17170479198
1563,123194.72952386476
1564,166173.4074743202
1565,154524.95521357135
1566,214344.61762074815
1567,76594.2640763108
1568,224070.6574984981
1569,142626.78287264798
1570,127378.09782091923
1571,135232.99617729348
1572,146014.97624528248
1573,243179.9858291301
1574,132216.5058098834
1575,209822.2065680489
1576,209385.09041479992
1577,205005.62730654282
1578,155385.60687441417
1579,144389.9551391632
1580,192224.70496632715
1581,141848.18005481965
1582,129309.86517832354
1583,336243.9950950492
1584,243283.62738096333
1585,141198.35901005508
1586,72577.88166856156
1587,107826.83448562397
1588,154285.47380314386
1589,100429.76598718259
1590,135132.81831579373
1591,106389.96223464048
1592,127363.72706410194
1593,114384.45124105811
1594,131360.76408837535
1595,123378.7807768604
1596,232968.8744619595
1597,162715.89038601474
1598,186437.1465784491
1599,211934.87949399545
1600,198084.58466406938
1601,85117.3002287237
1602,114146.76132924562
1603,97443.93672795827
1604,278680.8951279126
