Id,SalePrice
1461,126535.16393495625
1462,155144.13206548165
1463,183126.27167321587
1464,187867.36605458715
1465,199629.01140013587
1466,186319.04046321393
1467,167260.4206426289
1468,174664.05238096468
1469,194846.37898790327
1470,123693.09335520513
1471,194033.6197300723
1472,89225.76176143024
1473,96921.35779101193
1474,152194.79560642267
1475,142559.04556019974
1476,345437.0904681899
1477,251578.5679164648
1478,307564.47414630296
1479,263124.4007848899
1480,430270.8318576366
1481,314882.58754273114
1482,201301.36053818892
1483,169972.4088008098
1484,172357.64141897808
1485,175820.3932681878
1486,200307.42484838556
1487,316566.1920983932
1488,231454.52746176277
1489,215559.6945336969
1490,194592.1913608041
1491,191513.48280204114
1492,91699.73086991732
1493,192026.40982966273
1494,288028.39073925983
1495,296061.41654230026
1496,216862.40176376642
1497,192848.41967675398
1498,154427.60392124832
1499,152187.23487798346
1500,152188.91956756325
1501,180573.3041668908
1502,161828.55324895764
1503,313705.2896407329
1504,214563.46091248188
1505,211935.16600072169
1506,179139.38740418985
1507,216569.05244127745
1508,201657.21518937006
1509,159557.89728361045
1510,148174.08368665027
1511,154499.7206356924
1512,171225.38991385448
1513,150905.66674281392
1514,164241.3504007225
1515,196186.28305371542
1516,154923.98899538876
1517,162897.61752150784
1518,121831.97086280095
1519,219798.77418918445
1520,139149.38678363003
1521,144619.75657547778
1522,163718.40052668934
1523,113277.58120365265
1524,121126.80119950678
1525,119553.00106027853
1526,127133.19320243999
1527,97652.07665982774
1528,132572.88339098412
1529,142895.03222096266
1530,168029.54449457378
1531,118492.61570765368
1532,106503.2362090549
1533,140968.46763902518
1534,119754.88703185057
1535,160769.97515867822
1536,109586.32678734952
1537,79361.59084500221
1538,188067.79297276805
1539,233285.77975655274
1540,96656.01427899963
1541,147555.05039617943
1542,139033.38287966666
1543,214370.34129549642
1544,77485.16809722382
1545,107704.52793710826
1546,129675.15596547307
1547,143536.23631455805
1548,133147.16087088737
1549,119931.5615287033
1550,136785.89094341188
1551,112113.39896583314
1552,157550.91080094854
1553,139394.97398626976
1554,110307.57984413815
1555,166875.37720542823
1556,91362.64112148537
1557,118209.03386329625
1558,92255.92814250119
1559,106056.64930435004
1560,152178.48196916273
1561,145924.9670084168
1562,129042.79788313832
1563,117150.89382896767
1564,172777.1677694255
1565,157503.6239171371
1566,234292.2570169193
1567,68769.6976173222
1568,231490.74959611145
1569,132069.52002903412
1570,128664.0381894638
1571,130047.90950311853
1572,141376.97704404013
1573,263233.3476269956
1574,97660.25357985492
1575,210522.21973615183
1576,225211.58769244634
1577,211574.89925704614
1578,163849.4152619623
1579,149635.62731245614
1580,189555.83454457278
1581,148717.60516858535
